url,type,state,city,active_providers,gsc_impressions,impressions_per_provider
/us/california/san-bruno,city,CA,"San Bruno",23,0,0.0
/us/california/san-mateo,city,CA,"San Mateo",23,0,0.0
/us/california/san-rafael,city,CA,"San Rafael",23,0,0.0
/us/california/santa-rosa,city,CA,"Santa Rosa",23,0,0.0
/us/california/simi-valley,city,CA,"Simi Valley",23,0,0.0
/us/california/thousand-oaks,city,CA,"Thousand Oaks",23,0,0.0
/us/georgia/decatur,city,GA,"Decatur",23,0,0.0
/us/california/antioch,city,CA,"Antioch",24,0,0.0
/us/california/berkeley,city,CA,"Berkeley",24,0,0.0
/us/california/brentwood,city,CA,"Brentwood",24,0,0.0
/us/california/concord,city,CA,"Concord",24,0,0.0
/us/california/crockett,city,CA,"Crockett",24,0,0.0
/us/california/escondido,city,CA,"Escondido",24,0,0.0
/us/california/fairfield,city,CA,"Fairfield",24,0,0.0
/us/california/hayward,city,CA,"Hayward",24,0,0.0
/us/california/livermore,city,CA,"Livermore",24,0,0.0
/us/california/lodi,city,CA,"Lodi",24,0,0.0
/us/california/manteca,city,CA,"Manteca",24,0,0.0
/us/california/menlo-park,city,CA,"Menlo Park",24,0,0.0
/us/california/mountain-view,city,CA,"Mountain View",24,0,0.0
/us/california/orinda,city,CA,"Orinda",24,0,0.0
/us/california/pleasant-hill,city,CA,"Pleasant Hill",24,0,0.0
/us/california/san-jose,city,CA,"San Jose",24,0,0.0
/us/california/san-ramon,city,CA,"San Ramon",24,0,0.0
/us/california/santa-clara,city,CA,"Santa Clara",24,0,0.0
/us/california/sunnyvale,city,CA,"Sunnyvale",24,0,0.0
/us/california/walnut-creek,city,CA,"Walnut Creek",24,0,0.0
/us/california/santa-clarita,city,CA,"Santa Clarita",25,0,0.0
/us/florida/key-largo,city,FL,"Key Largo",25,0,0.0
/us/maryland/hagerstown,city,MD,"Hagerstown",26,0,0.0
/us/maryland/leonardtown,city,MD,"Leonardtown",26,0,0.0
/us/california/burbank,city,CA,"Burbank",27,0,0.0
/us/california/el-monte,city,CA,"El Monte",27,0,0.0
/us/california/inglewood,city,CA,"Inglewood",27,0,0.0
/us/california/panorama-city,city,CA,"Panorama City",27,0,0.0
/us/california/pasadena,city,CA,"Pasadena",27,0,0.0
/us/california/santa-monica,city,CA,"Santa Monica",27,0,0.0
/us/florida/sarasota,city,FL,"Sarasota",28,0,0.0
/us/south-carolina/laurens,city,SC,"Laurens",28,0,0.0
/us/california/torrance,city,CA,"Torrance",29,0,0.0
/us/florida/naples,city,FL,"Naples",29,0,0.0
/us/maryland/rockville,city,MD,"Rockville",29,0,0.0
/us/washington-dc/washington,city,DC,"Washington",30,0,0.0
/us/california/colton,city,CA,"Colton",32,0,0.0
/us/california/huntington-beach,city,CA,"Huntington Beach",32,0,0.0
/us/california/moreno-valley,city,CA,"Moreno Valley",32,0,0.0
/us/california/san-bernardino,city,CA,"San Bernardino",32,0,0.0
/us/florida/miami-beach,city,FL,"Miami Beach",32,0,0.0
/us/florida/port-saint-lucie,city,FL,"Port Saint Lucie",32,0,0.0
/us/california/fullerton,city,CA,"Fullerton",33,0,0.0
/us/california/garden-grove,city,CA,"Garden Grove",33,0,0.0
/us/california/long-beach,city,CA,"Long Beach",33,0,0.0
/us/california/norwalk,city,CA,"Norwalk",33,0,0.0
/us/california/orange,city,CA,"Orange",33,0,0.0
/us/florida/hollywood,city,FL,"Hollywood",34,0,0.0
/us/florida/north-miami-beach,city,FL,"North Miami Beach",34,0,0.0
/us/florida/coral-gables,city,FL,"Coral Gables",37,0,0.0
/us/maryland/catonsville,city,MD,"Catonsville",38,0,0.0
/us/florida/deerfield-beach,city,FL,"Deerfield Beach",39,0,0.0
/us/maryland/owings-mills,city,MD,"Owings Mills",39,0,0.0
/us/florida/palm-city,city,FL,"Palm City",40,0,0.0
/us/florida/sebring,city,FL,"Sebring",40,0,0.0
/us/maryland/towson,city,MD,"Towson",41,0,0.0
/us/florida/lehigh-acres,city,FL,"Lehigh Acres",42,0,0.0
/us/maryland/rosedale,city,MD,"Rosedale",42,0,0.0
/us/delaware/newark,city,DE,"Newark",43,0,0.0
/us/florida/hialeah,city,FL,"Hialeah",43,0,0.0
/us/florida/okeechobee,city,FL,"Okeechobee",43,0,0.0
/us/florida/royal-palm-beach,city,FL,"Royal Palm Beach",44,0,0.0
/us/new-york/medford,city,NY,"Medford",45,0,0.0
/us/connecticut/hartford,city,CT,"Hartford",46,0,0.0
/us/connecticut/prospect,city,CT,"Prospect",47,0,0.0
/us/connecticut/stratford,city,CT,"Stratford",47,0,0.0
/us/texas/katy,city,TX,"Katy",47,0,0.0
/us/texas/lake-jackson,city,TX,"Lake Jackson",47,0,0.0
/us/texas/sugar-land,city,TX,"Sugar Land",47,0,0.0
/us/connecticut/middlebury,city,CT,"Middlebury",48,0,0.0
/us/connecticut/norwalk,city,CT,"Norwalk",48,0,0.0
/us/connecticut/shelton,city,CT,"Shelton",48,0,0.0
/us/texas/league-city,city,TX,"League City",48,0,0.0
/us/texas/pasadena-tx,city,TX,"Pasadena",48,0,0.0
/us/texas/pearland,city,TX,"Pearland",48,0,0.0
/us/connecticut/newtown,city,CT,"Newtown",49,0,0.0
/us/new-york/plainview,city,NY,"Plainview",52,0,0.0
/us/connecticut/greenwich,city,CT,"Greenwich",53,0,0.0
/us/connecticut/stamford,city,CT,"Stamford",53,0,0.0
/us/new-york/elmsford,city,NY,"Elmsford",55,0,0.0
/us/new-york/goshen,city,NY,"Goshen",55,0,0.0
/us/new-jersey/manasquan,city,NJ,"Manasquan",58,0,0.0
/us/pennsylvania/jenkintown,city,PA,"Jenkintown",59,0,0.0
/us/new-jersey/edison,city,NJ,"Edison",61,0,0.0
/us/new-york/manhattan,city,NY,"Manhattan",61,0,0.0
/us/new-jersey/clark,city,NJ,"Clark",62,0,0.0
/us/new-jersey/elizabeth,city,NJ,"Elizabeth",62,0,0.0
/us/new-jersey/kearny,city,NJ,"Kearny",62,0,0.0
/us/new-york/flushing,city,NY,"Flushing",62,0,0.0
/us/new-york/great-neck,city,NY,"Great Neck",62,0,0.0
/us/new-york/jamaica,city,NY,"Jamaica",62,0,0.0
/us/new-jersey/teaneck,city,NJ,"Teaneck",63,0,0.0
/us/new-york/yonkers,city,NY,"Yonkers",63,0,0.0
